patientid,min,mean,max,std
dsb_a2558184e0f4a68e9fb13579d20cb244.npz,0.00141,0.63632,0.99988,0.39362
dsb_748bc72733efdabb4c239afb612bf7d5.npz,0.00145,0.65147,0.99988,0.38809
dsb_673ee14e01a0628b45c78500d402056e.npz,0.00062,0.57229,0.99984,0.45115
dsb_9065f2b133129c5747d42db18a424749.npz,0.00193,0.41041,0.99987,0.32200
dsb_71665cc6a7ee85268ca1da69c94bbaeb.npz,0.00109,0.62445,0.99987,0.41188
dsb_721949894f5309ed4975a67419230a3c.npz,0.00094,0.51438,0.99983,0.39064
dsb_87cdb87db24528fdb8479220a1854b83.npz,0.00135,0.56648,0.99988,0.44722
dsb_c8594cc837b12c612d8b9a0913240f8a.npz,0.00169,0.67775,0.99988,0.39336
dsb_73b28e2eadad587c9a8ac6c7186dd51b.npz,0.00154,0.52940,0.99986,0.45257
dsb_76e54792d7f5543f734e0906ea8f36c5.npz,0.00119,0.65499,0.99987,0.39427
dsb_665c1913d8e90e57af3b745349d19537.npz,0.00138,0.31959,0.99987,0.42171
dsb_6ae190bcd3fd9c581db4120f4465d65a.npz,0.00145,0.52584,0.99985,0.36637
dsb_d2285c33945ab3421d753b4fc59ac3ce.npz,0.00135,0.74507,0.99988,0.35943
dsb_5968ac45330d7f24b041a73925818269.npz,0.00111,0.56171,0.99980,0.45006
dsb_96042e205dd3dc055f084aaca245e550.npz,0.00110,0.35119,0.99988,0.43404
dsb_90604d9cce6ab054664c8efa7ce61b20.npz,0.00162,0.75350,0.99988,0.36699
dsb_0334c8242ce7ee1a6c1263096e4cc535.npz,0.00142,0.69753,0.99988,0.38442
dsb_383c27906392e9ce57f6ab5ef1cb6f62.npz,0.00130,0.75239,0.99988,0.35505
dsb_04cfc5efa4c8c2a8944c8b9fa6cb04d1.npz,0.00059,0.49815,0.99984,0.45047
dsb_9b259149a750af0c21640624e4be964a.npz,0.00103,0.55881,0.99988,0.43162
dsb_11b09ff9de7382d83f79cc81f89f5894.npz,0.00137,0.31649,0.99988,0.41463
dsb_e2b7fe7fbb002029640c0e65e3051888.npz,0.00109,0.47574,0.99988,0.44367
dsb_7c2fd0d32df5a2780b4b10fdf2f2cdbe.npz,0.00141,0.36362,0.99987,0.27748
dsb_592c2481f17d6a2cecfe7bbb6a27722c.npz,0.00198,0.61395,0.99988,0.41478
dsb_96fdfdfc4417d5bf8e6750edbac8ff90.npz,0.00156,0.55304,0.99987,0.42236
dsb_a7293f9b20e715fc78cc0b09a4feab01.npz,0.00140,0.55269,0.99985,0.43217
dsb_6ee742b62985570a1f3a142eb7e49188.npz,0.00143,0.65527,0.99988,0.41640
dsb_2dbb8c6c6ea4ff5c62b34bdf9ea03158.npz,0.00150,0.69112,0.99988,0.37889
dsb_cff7e7e9f8cb7b37c109ed6b1f11b783.npz,0.00139,0.70357,0.99988,0.37124
dsb_37006435aca7184571bba3c907141e82.npz,0.00143,0.57835,0.99987,0.37384
dsb_263a1c3bfa43556623e75ed901e3fd8f.npz,0.00160,0.65238,0.99986,0.36505
dsb_8c7b03ed7f61c7faa5a26e126d769404.npz,0.00229,0.48880,0.99986,0.34918
dsb_2e59e2064d391f4b2587a08aff671399.npz,0.00157,0.68239,0.99988,0.36382
dsb_e1584618a0c72f124fe618e1ed9b3e55.npz,0.00175,0.56106,0.99988,0.43446
dsb_77d6f5203d46073369d7038b2d58e320.npz,0.00172,0.69080,0.99988,0.36284
dsb_7027c0b8c8f8dcc76c6e4ba923d60a2e.npz,0.00146,0.43050,0.99986,0.33751
dsb_39c3a2d2ca67bc7a1a22240ea571d50c.npz,0.00196,0.71686,0.99988,0.37076
dsb_6cb2908fd789700db727dd96526bc342.npz,0.00125,0.66165,0.99988,0.39115
dsb_8ee6f423ff988d10f2bb383df98c1b2e.npz,0.00132,0.58334,0.99987,0.43035
dsb_b8dc33b670bb078d10954345c3ffbb3a.npz,0.00150,0.66092,0.99988,0.41701
dsb_99579bbe92d0bb4d5cd98982305870af.npz,0.00135,0.72133,0.99986,0.37255
dsb_505405b3e70fb24b92e6a8a5b7ed339c.npz,0.00121,0.69847,0.99988,0.39078
dsb_7ec258e536a1e0353375295ad1b71e5b.npz,0.00088,0.63868,0.99982,0.43331
dsb_59af702c21840ec18073b6b56c95e7fe.npz,0.00116,0.67221,0.99986,0.39110
dsb_bc28807c545959c0e6e2708067201caa.npz,0.00156,0.38081,0.99987,0.43035
dsb_65f596f75eebf7935554eaed3c8172ce.npz,0.00142,0.51521,0.99988,0.43257
dsb_059d8c14b2256a2ba4e38ac511700203.npz,0.00124,0.61447,0.99988,0.38097
dsb_f73624b8b22774acf9a3e2c748131eac.npz,0.00150,0.63233,0.99988,0.40401
dsb_f78944bd1732001a3c62723a8cc19856.npz,0.00142,0.70276,0.99987,0.38175
dsb_eefc3f380cc72d6fa830972151df01ad.npz,0.00159,0.64150,0.99988,0.43288
dsb_b84c43bed6c51182d7536619b747343a.npz,0.00217,0.74523,0.99988,0.36763
dsb_74797049e8df8ed38947fd38840b539d.npz,0.00097,0.38494,0.99978,0.35333
dsb_538600927ec2970552917a29b490b5fd.npz,0.00050,0.66582,0.99982,0.40411
dsb_fd64b23b8cd8c371c8f76fbb503e4e0e.npz,0.00190,0.65688,0.99988,0.40446
dsb_eaeebb7a63edc8a329a7c5fbc583a507.npz,0.00236,0.71795,0.99988,0.37233
dsb_b51f22a84cd2fae1de8bd1eb155933f7.npz,0.00192,0.73870,0.99988,0.38278
dsb_07bca4290a2530091ce1d5f200d9d526.npz,0.00127,0.62226,0.99986,0.36592
dsb_e8eb842ee04bbad407f85fe671f24d4f.npz,0.00201,0.37816,0.99988,0.42999
dsb_37dbe298bb4e0199625689cc35d390bb.npz,0.00077,0.62488,0.99986,0.42879
dsb_f7c387290d7e3074501eac167c849000.npz,0.00145,0.61400,0.99988,0.41185
dsb_07349deeea878c723317a1ce42cc7e58.npz,0.00111,0.42899,0.99987,0.44381
dsb_2a549c66f24af964de6f25165c55e331.npz,0.00149,0.52048,0.99988,0.41645
dsb_86ff28a92989348192783795a5b442e5.npz,0.00131,0.43299,0.99988,0.44073
dsb_359951e3d2768249211361665b99b735.npz,0.00115,0.27353,0.99988,0.40557
dsb_5e371e8fda27df3e5cc2548868229d5b.npz,0.00153,0.59043,0.99986,0.39664
dsb_898bd4c517fb9cf94c7d06dae56b0136.npz,0.00147,0.55169,0.99988,0.43924
dsb_1ec082e8e2fa6eb6366b72a13e47b50f.npz,0.00112,0.71527,0.99985,0.40417
dsb_b61b1911d3631bee521fcda3a3e568a1.npz,0.00085,0.65987,0.99986,0.39709
dsb_51bd5c556c77ecdaf489d8dd9f7a05f1.npz,0.00181,0.68462,0.99987,0.40155
dsb_7797bfd33eb9f06da2b2f5d5c6501af4.npz,0.00120,0.74946,0.99987,0.36066
dsb_56995718fdd0a0549d0e7f11eb307f34.npz,0.00171,0.66497,0.99988,0.41555
dsb_3f057e68a02e9951b268227649f4a7d6.npz,0.00183,0.67804,0.99986,0.36810
dsb_aa528ce110f888679a4027513aeb442b.npz,0.00188,0.67659,0.99987,0.36756
dsb_8c4d81d9d24d9d66e9ced5f40d07960a.npz,0.00158,0.61867,0.99988,0.39456
dsb_2d5cd7c1ee9a74a1244ddd6b55ad0446.npz,0.00081,0.59779,0.99988,0.42449
dsb_b844a9510fc4021d9603cdf24cf0545b.npz,0.00106,0.66473,0.99982,0.40756
dsb_85d59b470b927e825937ea3483571c6d.npz,0.00179,0.74688,0.99987,0.36621
dsb_5368521797323c89292781b8780e45b5.npz,0.00139,0.70325,0.99988,0.37792
dsb_eed63953a76074dd5ef7360e131f4852.npz,0.00232,0.33366,0.99987,0.24398
dsb_2c51b9e7af4850d817f4aa0ddf90b852.npz,0.00116,0.66792,0.99983,0.39773
dsb_d66d6279f6a55d7263e2700749b4293b.npz,0.00116,0.33132,0.99978,0.29428
dsb_e2a7eaebd0830061e77690aa48f11936.npz,0.00100,0.39159,0.99987,0.44303
dsb_14248ec22193bed1e087755df5a28509.npz,0.00079,0.08656,0.99987,0.25936
dsb_820dd342da11af3a062d1647b3736fdd.npz,0.00109,0.45259,0.99986,0.35735
dsb_1098cb63ea33f752a850929234576bcb.npz,0.00177,0.71250,0.99989,0.39174
dsb_49b5b3444cf977439600dd06e8dd84ad.npz,0.00160,0.64891,0.99988,0.41357
dsb_0a0c32c9e08cc2ea76a71649de56be6d.npz,0.00160,0.68547,0.99987,0.38618
dsb_f4d23e0272a2ce5bfc7f07033d4f2e7d.npz,0.00077,0.45819,0.99987,0.43618
dsb_8918c484841c5d0a532fe146e9da61bd.npz,0.00122,0.62365,0.99986,0.40958
dsb_9660e4a23b8dd7d5056a622ee3568a41.npz,0.00170,0.48756,0.99988,0.44536
dsb_7c8aa548b813dadf972c38e806320179.npz,0.00158,0.49156,0.99988,0.44649
dsb_59e4985cd165f3abbe888475ce564f3a.npz,0.00142,0.29134,0.99987,0.41304
dsb_81bd0c062bfa8e85616878bab90f2314.npz,0.00159,0.57419,0.99988,0.44539
dsb_ed0f3c1619b2becec76ba5df66e1ea56.npz,0.00155,0.50549,0.99988,0.43737
dsb_608a7028689c6ab3aea5f116007169b2.npz,0.00125,0.65054,0.99986,0.41595
dsb_c7bdb83b7ca6269fac16ab7cff930a2e.npz,0.00119,0.55796,0.99988,0.42532
dsb_18f49fee33af677f0ce2ba655c5ec835.npz,0.00111,0.66510,0.99987,0.40053
dsb_34b00e3b98072207edd20732558f7ab5.npz,0.00132,0.60604,0.99988,0.37649
dsb_45efbc7cc2657278f878bc973cecc141.npz,0.00112,0.53112,0.99988,0.44131
dsb_af1d0c2fcde369dd1b715460c2f704a2.npz,0.00169,0.60074,0.99988,0.43085
dsb_56462ba8833fc842d16be7e311214404.npz,0.00162,0.51744,0.99988,0.43379
dsb_5fd33ea74e1ad740a201ae9b3c383fc5.npz,0.00109,0.70849,0.99984,0.39905
dsb_fc658f9bc12a751a17f16589f9e3619b.npz,0.00174,0.70772,0.99988,0.36630
dsb_7869cc6bfc3678fec1a81e93b34648cf.npz,0.00117,0.42879,0.99988,0.44880
dsb_d39d18ec79c7303a61f778f470d439ae.npz,0.00174,0.37821,0.99988,0.43731
dsb_eb9db3f740f8e153e85f83c57bc4e522.npz,0.00212,0.72291,0.99988,0.38315
dsb_ccff3e86a50624e30c22d674f3b0f9aa.npz,0.00070,0.66384,0.99985,0.40913
dsb_caddd8f856b110ed9bb52872e003193f.npz,0.00125,0.49120,0.99989,0.45396
dsb_3bbab45d770ecd681be143f67cb4e5f3.npz,0.00191,0.69630,0.99988,0.38476
dsb_2895ce2fe73dd62554326c3ab1c3b686.npz,0.00074,0.65083,0.99984,0.38510
dsb_8615d91dab90b906088e4097fc822820.npz,0.00157,0.62628,0.99988,0.39914
dsb_9fc639cbbd749117de4980420ae52cf3.npz,0.00171,0.60838,0.99988,0.36727
dsb_fd4c2d4738bc25a5c331dbc101f3323a.npz,0.00163,0.68491,0.99986,0.40578
dsb_3295f3f392d8e130155c8912b60161b5.npz,0.00118,0.69488,0.99988,0.39398
dsb_e56b9f25a47a42f4ae4085005c46109c.npz,0.00161,0.62818,0.99987,0.41882
dsb_9de4a1ebcdf1cfd8566ed1d9b63cbeb7.npz,0.00060,0.28957,0.99984,0.41480
dsb_2c8e0b1e8a3f10b1d59e4aa8fe68a32e.npz,0.00087,0.54464,0.99979,0.43145
dsb_88ae66cd575c45ec5bb0f1578e2f1c49.npz,0.00184,0.54026,0.99987,0.43190
dsb_b0864a9fd01ec7c7fa3a8301bdb2d03d.npz,0.00142,0.57924,0.99987,0.38215
dsb_10aa518193fa5b89b305a806d1dfb150.npz,0.00172,0.45297,0.99989,0.44645
dsb_2e8bb42ed99b2bd1d9cd3ffaf5129e4c.npz,0.00144,0.52951,0.99987,0.35407
dsb_8f0c4220a437192a30ae06d82bf78885.npz,0.00118,0.52792,0.99987,0.42548
dsb_a83542b34be44586e8c9f96f4fa180da.npz,0.00145,0.26136,0.99988,0.40181
dsb_4001d754871a8da824b8444e32dc6e0f.npz,0.00098,0.61753,0.99985,0.40216
dsb_43f2ef8f53e1aa03bfb6378d0c20a8ac.npz,0.00123,0.71978,0.99987,0.38104
dsb_b8ad1b45ae4ba6c97951ed30b8640f6b.npz,0.00205,0.57996,0.99989,0.44546
dsb_c928b4fee44ea322ac65348ae2ff20b8.npz,0.00159,0.66857,0.99987,0.40714
dsb_89960d9a801625bf76e9e1047acc5cd5.npz,0.00130,0.64740,0.99989,0.41861
dsb_8298238a27be6111214a9bc711608181.npz,0.00116,0.59439,0.99985,0.42952
dsb_e3e518324e1a85b85f15d9127ed9ea89.npz,0.00163,0.68723,0.99989,0.41659
dsb_6828335aec9aa0d0053ec0949319aa4b.npz,0.00141,0.71692,0.99987,0.36956
dsb_0e7ffa620c6db473b70c8454f215306b.npz,0.00077,0.64387,0.99986,0.41678
dsb_9a5c2aa17362a58ae8adcb4e0a46c7e0.npz,0.00178,0.17864,0.99988,0.34044
dsb_d81ab3ad896e4198caed105c469a4817.npz,0.00143,0.47255,0.99987,0.43894
dsb_7faa456389e1ffde464819d0b1360188.npz,0.00158,0.47977,0.99986,0.43702
dsb_7fd5be8ec9c236c314f801384bd89c0c.npz,0.00128,0.38606,0.99980,0.34915
dsb_cfbcb16fea277226d6771d8b1966397a.npz,0.00151,0.34678,0.99988,0.43139
dsb_0015ceb851d7251b8f399e39779d1e7d.npz,0.00089,0.58401,0.99985,0.42642
dsb_e163325ccf00afde107c80dfce2bce80.npz,0.00088,0.69273,0.99987,0.40886
dsb_eebd87b91489548bdfc1c76a20999a54.npz,0.00149,0.55739,0.99987,0.44357
dsb_7b87e500ff88c264aceb67cf57b32d6d.npz,0.00137,0.33991,0.99983,0.29369
dsb_f89a08a93f1ceaccb0cba52156fd6f03.npz,0.00116,0.51466,0.99986,0.42780
dsb_85059119462b510aacb6da54983addcf.npz,0.00135,0.59664,0.99988,0.43420
dsb_b53d997901eb880c41fbfbc82847204c.npz,0.00189,0.63184,0.99988,0.43092
dsb_bbe21f027a1df4b07016b474b48d3f65.npz,0.00133,0.63694,0.99987,0.38914
dsb_55eace190c5917cdfb390ca652149fbc.npz,0.00143,0.59591,0.99988,0.44497
dsb_34cb3ac3d04e0d961e7578713bee6bb2.npz,0.00146,0.45869,0.99985,0.35109
dsb_4b28f147cb82baba3edcdbd34ca19085.npz,0.00105,0.19688,0.99987,0.35585
dsb_01e349d34c06410e1da273add27be25c.npz,0.00112,0.45439,0.99988,0.44405
dsb_38bf066bba822584e14c0af65d4bb5e9.npz,0.00164,0.62742,0.99986,0.40810
dsb_7917af5df3fe5577f912c5168c6307e3.npz,0.00194,0.46951,0.99987,0.35679
dsb_b947a27711c94dda2d13e7410285cc0c.npz,0.00148,0.46387,0.99986,0.44497
dsb_494b9a6714921a446b32959ca291b050.npz,0.00153,0.69352,0.99988,0.40288
dsb_2c06f5c66f3c79515b7712605dea4400.npz,0.00153,0.50769,0.99986,0.35673
dsb_6379e4435f78a5e5c150c32146ece4d4.npz,0.00097,0.68521,0.99988,0.38701
dsb_9437f7c26ffdaca5a9ae5302d9736c35.npz,0.00218,0.66260,0.99989,0.41213
dsb_54df448f6c74df6bfa6b75c05393ace1.npz,0.00120,0.34832,0.99987,0.42960
dsb_f3f6f40ccb01276d722d52701cab1754.npz,0.00104,0.46560,0.99988,0.42805
dsb_c3e8db4f544e2d4ecb01c59551eb8ef0.npz,0.00185,0.59592,0.99988,0.44488
dsb_3aedb9550977ed35e7d44555207ef739.npz,0.00205,0.64507,0.99988,0.35900
dsb_597643aa6bb96b705eac52e03a307d6d.npz,0.00145,0.64599,0.99987,0.40656
dsb_f9ce0c5ded59a58b9d7ca5200e6b1182.npz,0.00094,0.34498,0.99987,0.42129
dsb_4521c94debf37a4dc9f3b70366a21640.npz,0.00188,0.69770,0.99988,0.35962
dsb_60b1526597b82c98ce96fbe5014c0f2b.npz,0.00184,0.75624,0.99988,0.37196
dsb_fa968673987cfd078d91641294c3bf63.npz,0.00197,0.62024,0.99989,0.43506
dsb_31c090cf66ec7bf090801d14d63199b5.npz,0.00142,0.65267,0.99986,0.42013
dsb_cf34926681dbf1129cb0a629fb72681b.npz,0.00134,0.73565,0.99983,0.37427
dsb_83728b6eed98845556bfc870b7567883.npz,0.00170,0.50343,0.99987,0.43955
dsb_9e5c2e760b94b8919691d344cfdbac7f.npz,0.00153,0.21059,0.99987,0.36968
dsb_8269e2eb69b3ba38c48dd5ae6039e250.npz,0.00117,0.58629,0.99986,0.44126
